7a46e2a0b6aec7b720e853fb225bd2dbfb021f6c4f52b12d35984855fc4180d1,1719501647.5803092
134f24cf6ba50a6005b03ee57a0b87679be9479ed8afd5967d30de44f5bf6638,1719501649.531959
1fa906cbf156bb0b6dc624516da5af153c8373c6229f97a15ae9f0bd5a609544,1719501653.565865
14edc45d1aa7e5e95cf36a13325dc36278b444d6162ccd8035180fcbd49b99eb,1719501653.824869
59be3968ed8c413aeb417aa6f445aae8cabcf885754002d74cd283f100206b66,1719501654.2058237
539059721e74ca64b6e61aeaa15028e152b774cf656490584b0df9066a902838,1719501655.440526
1ac9d659d80d7a6f8ad509e3cad1278e4932314b60120b1e6da76e8b6dad2698,1719501655.71347
f0e91b8cb1499989e74d7ff38f4bb0a0cc1e19afd3a6950836426bfd25a3ef6d,1719501655.9961402
996cb0a76e1ffde4ec6c7c57202d2818c916353e8e1d65aef89b9432b8ac2238,1719501656.7427747
a8fb6c5fde4c3505abbcb8b1abbef834f8ad4c0de82af6278c0151ec9b44e987,1719501657.248991
541a1c3113e53c3116b73073dcb855ea5b063a74f1fc8810a9deb62717d6bf34,1719501657.6471474
af2a0c073b0f3b4b1d74276909601019e1dbd9f674af07916d664ca6199c6ca2,1719501658.2130995
075834acba5acdd827e388ecea0f78c64df02a853a51c49c1d417a983f2410c9,1719501658.5688884
e495de39e4893128d408145e8e846489e4ec5345f873c3e393e7298159ac84fb,1719501658.896169
f05d1c35bb40b1659ba4629a5dad7ff8563dd31b941d6b65af94ab71ec5c0cb5,1719501659.3212302
e15691ef4af333e4a6e5efb22413c88d40a334b1ebf3317eabf6a07cbfbf3e1f,1719501659.5273833
30a52a1b6df99f6b1e5a0e92934f09039e038aec0396bcde92321cb53200e694,1719501659.841447
99f8229acf740468e1b2cc5b4cd0dea2f25875977400a3e328e4f319cdba067c,1719501660.0413697
be4ae1ffe2c845ceff1238f2b880017718a342c29cf165e8d8e2b5c27c2d6041,1719501660.386683
b58dd0aede683a0e1441abc08e59808560e319e47d127978de96fe362a344af5,1719501660.7270453
52c351a703543d436eccc0f26cd52c681dd1e1217490338fe8511e6fa81aab77,1719501661.4330013
f6585e8465f2f6966783dcfac11de1b658a6e85dbe5722cfc264716b378da73f,1719501662.0270865
737676b4e3ea6d99deb910f0c6fe555807572e0ff62a5848d15f65e432dc62e1,1719501662.4442046
a16c26d564559429a36c43e522d6573bf80c5a4db8dcd950c99910bba4e2b855,1719501662.8805792
28fb0bf72e13ba7c70ddfae7b7858f9b4950d4000ca0d5e4b74810ca8e843b31,1719501663.1999195
8351c20feeb256f1c4e9370dda70cd1fe151bc40eb43b262016302a1c24effcf,1719501663.4147735
799d07760f94376322c8b1e5a0273e8a8b3522e098a122e3916d1bcb0fb0aee5,1719501663.7475584
e464446a4e2ef03e4e3e5f3b574f2cd1d99ab05cfad95e526be11aa71723dadb,1719501664.1519184
23dda06a502eefb0e002c315b1f8ffaac6c73fd857986982793b835e0b4c407d,1719501664.4849365
c3f207e2a53a63aeef04df2e830c2257156be4b6dea0de12ed91aa5c0fae3214,1719501664.7762446
eb91412f9c37cb6bdec5cdf8cd2c06caf75334ac25b8230b29531b7b67f7752f,1719501665.1540725
7cd8271272d9183dd3b1f299ee7493e69c69f87051da0127d93c35e1d78dd8a2,1719501665.4671638
83b4682f47dc9af94c2830359ec017ee5a74fee2e0d9d3b21772d267a029e628,1719501665.699575
54e920443bf8c9db0bdbec374dc624e71bf64c9fa5a2de5db8df6987c2924899,1719501665.9326537
8c06d6e25a0ad3fc2f8a4baca47ae1f43ba89be5cf3a10c9c2ad3b514240246f,1719501666.2095869
